t,prompt_throughput,gen_throughput,running,waiting,kv_cache_pct
186.0,657.0,1072.0,40,59,0.0
187.0,0.0,1062.0,39,60,0.0
188.0,675.0,504.0,41,56,0.0
189.0,0.0,1096.0,40,57,0.0
190.0,0.0,941.0,39,57,0.0
191.0,1844.0,515.0,40,54,0.0
192.0,730.0,897.0,39,53,0.0
193.0,0.0,1089.0,37,54,0.0
194.0,0.0,987.0,38,53,0.0
195.0,0.0,1039.0,36,55,0.0
196.0,0.0,728.0,37,53,0.0
197.0,0.0,905.0,36,53,0.0
198.0,0.0,999.0,35,54,0.0
199.0,0.0,792.0,34,53,0.0
200.0,0.0,952.0,34,53,0.0
201.0,0.0,941.0,33,53,0.0
202.0,0.0,652.0,32,52,0.0
203.0,3998.0,190.0,33,50,0.0
204.0,2639.0,664.0,34,48,0.0
205.0,369.0,760.0,34,47,0.0
206.0,1600.0,441.0,35,43,0.0
207.0,2221.0,669.0,35,42,0.0
208.0,1655.0,425.0,39,35,0.0
209.0,2779.0,389.0,41,32,0.0
210.0,4381.0,210.0,47,23,0.0
211.0,1473.0,704.0,46,22,0.0
212.0,2823.0,804.0,47,20,0.0
213.0,1634.0,792.0,46,19,0.0
214.0,1400.0,873.0,46,18,0.0
215.0,0.0,1039.0,45,18,0.0
216.0,0.0,666.0,46,16,0.0
217.0,2014.0,964.0,45,15,0.0
218.0,2534.0,608.0,47,13,0.0
219.0,1019.0,928.0,46,13,0.0
220.0,1166.0,790.0,46,12,0.0
221.0,483.0,787.0,47,9,0.0
222.0,1126.0,974.0,46,9,0.0
223.0,1458.0,823.0,45,9,0.0
224.0,0.0,1215.0,45,9,0.0
225.0,0.0,1146.0,44,10,0.0
226.0,0.0,1110.0,42,12,0.0
227.0,0.0,1129.0,41,13,0.0
228.0,0.0,860.0,41,12,0.0
229.0,0.0,1087.0,40,13,0.0
230.0,0.0,1025.0,39,14,0.0
231.0,0.0,1044.0,38,15,0.0
232.0,0.0,987.0,37,15,0.0
233.0,0.0,665.0,37,14,0.0
234.0,0.0,655.0,36,13,0.0
235.0,0.0,396.0,36,11,0.0
236.0,0.0,673.0,35,8,0.0
237.0,1562.0,313.0,35,6,0.0
238.0,0.0,927.0,34,7,0.0
239.0,0.0,644.0,33,5,0.0
240.0,2846.0,461.0,33,3,0.0
241.0,2479.0,471.0,32,2,0.0
242.0,582.0,755.0,32,0,0.0
243.0,0.0,872.0,29,0,0.0
244.0,0.0,827.0,25,0,0.0
245.0,0.0,761.0,23,0,0.0
246.0,0.0,712.0,19,0,0.0
247.0,0.0,571.0,17,0,0.0
248.0,0.0,568.0,16,0,0.0
249.0,0.0,528.0,16,0,0.0
250.0,0.0,544.0,16,0,0.0
251.0,0.0,544.0,16,0,0.0
252.0,0.0,521.0,15,0,0.0
253.0,0.0,478.0,14,0,0.0
254.0,0.0,460.0,13,0,0.0
255.0,0.0,423.0,12,0,0.0
256.0,0.0,390.0,10,0,0.0
257.0,0.0,350.0,10,0,0.0
258.0,0.0,334.0,8,0,0.0
259.0,0.0,217.0,5,0,0.0
260.0,0.0,195.0,5,0,0.0
261.0,0.0,157.0,4,0,0.0
262.0,0.0,124.0,3,0,0.0
263.0,0.0,92.0,1,0,0.0
264.0,0.0,12.0,0,0,0.0
