t,prompt_throughput,gen_throughput,running,waiting,kv_cache_pct
600.0,0.0,377.0,13,0,0.0
601.0,0.0,366.0,12,0,0.0
602.0,0.0,348.0,12,0,0.0
603.0,0.0,321.0,11,0,0.0
604.0,0.0,302.0,10,0,0.0
605.0,0.0,290.0,10,0,0.0
606.0,0.0,290.0,10,0,0.0
607.0,0.0,298.0,9,0,0.0
608.0,0.0,258.0,8,0,0.0
609.0,0.0,240.0,8,0,0.0
610.0,0.0,213.0,5,0,0.0
611.0,0.0,155.0,5,0,0.0
612.0,0.0,160.0,5,0,0.0
613.0,0.0,133.0,4,0,0.0
614.0,0.0,128.0,4,0,0.0
615.0,0.0,132.0,4,0,0.0
616.0,0.0,106.0,3,0,0.0
617.0,0.0,69.0,2,0,0.0
618.0,0.0,66.0,2,0,0.0
619.0,0.0,64.0,2,0,0.0
620.0,0.0,53.0,1,0,0.0
621.0,0.0,36.0,1,0,0.0
622.0,0.0,35.0,1,0,0.0
623.0,0.0,23.0,0,0,0.0
